in s,C1 in V,C2 in V
5.52000E-02,7.723398E+00,8.878086E+00
5.52000E-02,7.869883E+00,9.014805E+00
5.52240E-02,7.713633E+00,8.878086E+00
5.52240E-02,7.869883E+00,9.014805E+00
5.52480E-02,7.713633E+00,8.887852E+00
5.52480E-02,7.860117E+00,9.014805E+00
5.52720E-02,7.713633E+00,8.887852E+00
5.52720E-02,7.860117E+00,9.014805E+00
5.52960E-02,7.713633E+00,8.887852E+00
5.52960E-02,7.860117E+00,9.034336E+00
5.53200E-02,7.713633E+00,8.897617E+00
5.53200E-02,7.860117E+00,9.034336E+00
5.53440E-02,7.713633E+00,8.897617E+00
5.53440E-02,7.860117E+00,9.044102E+00
5.53680E-02,7.713633E+00,8.897617E+00
5.53680E-02,7.860117E+00,9.053867E+00
5.53920E-02,7.713633E+00,8.897617E+00
5.53920E-02,7.850352E+00,9.053867E+00
5.54160E-02,7.713633E+00,8.907383E+00
5.54160E-02,7.850352E+00,9.053867E+00
5.54400E-02,7.713633E+00,8.917148E+00
5.54400E-02,7.850352E+00,9.053867E+00
5.54640E-02,7.713633E+00,8.917148E+00
5.54640E-02,7.850352E+00,9.063633E+00
5.54880E-02,7.703867E+00,8.917148E+00
5.54880E-02,7.860117E+00,9.063633E+00
5.55120E-02,7.703867E+00,8.926914E+00
5.55120E-02,7.860117E+00,9.073398E+00
5.55360E-02,7.703867E+00,8.917148E+00
5.55360E-02,7.869883E+00,9.073398E+00
5.55600E-02,7.703867E+00,8.917148E+00
5.55600E-02,7.869883E+00,9.083164E+00
5.55840E-02,7.703867E+00,8.926914E+00
5.55840E-02,7.860117E+00,9.083164E+00
5.56080E-02,7.703867E+00,8.936680E+00
5.56080E-02,7.850352E+00,9.083164E+00
5.56320E-02,7.703867E+00,8.936680E+00
5.56320E-02,7.850352E+00,9.092930E+00
5.56560E-02,7.703867E+00,8.936680E+00
5.56560E-02,7.850352E+00,9.092930E+00
5.56800E-02,7.703867E+00,8.956211E+00
5.56800E-02,7.850352E+00,9.092930E+00
5.57040E-02,7.703867E+00,8.946445E+00
5.57040E-02,7.850352E+00,9.092930E+00
5.57280E-02,7.703867E+00,8.946445E+00
5.57280E-02,7.850352E+00,9.092930E+00
5.57520E-02,7.703867E+00,8.956211E+00
5.57520E-02,7.840586E+00,9.102695E+00
5.57760E-02,7.684336E+00,8.956211E+00
5.57760E-02,7.840586E+00,9.112461E+00
5.58000E-02,7.684336E+00,8.956211E+00
5.58000E-02,7.850352E+00,9.112461E+00
5.58240E-02,7.674570E+00,8.956211E+00
5.58240E-02,7.850352E+00,9.112461E+00
5.58480E-02,7.674570E+00,8.965977E+00
5.58480E-02,7.850352E+00,9.112461E+00
5.58720E-02,7.674570E+00,8.965977E+00
5.58720E-02,7.850352E+00,9.122227E+00
5.58960E-02,7.664805E+00,8.965977E+00
5.58960E-02,7.850352E+00,9.131992E+00
5.59200E-02,7.664805E+00,8.965977E+00
5.59200E-02,7.840586E+00,9.131992E+00
5.59440E-02,7.674570E+00,8.965977E+00
5.59440E-02,7.840586E+00,9.122227E+00
5.59680E-02,7.664805E+00,8.965977E+00
5.59680E-02,7.850352E+00,9.131992E+00
5.59920E-02,7.664805E+00,8.975742E+00
5.59920E-02,7.850352E+00,9.131992E+00
5.60160E-02,7.664805E+00,8.965977E+00
5.60160E-02,7.840586E+00,9.122227E+00
5.60400E-02,7.664805E+00,8.965977E+00
5.60400E-02,7.840586E+00,9.122227E+00
5.60640E-02,7.664805E+00,8.965977E+00
5.60640E-02,7.840586E+00,9.131992E+00
5.60880E-02,7.664805E+00,8.965977E+00
5.60880E-02,7.830820E+00,9.131992E+00
5.61120E-02,7.664805E+00,8.985508E+00
5.61120E-02,7.830820E+00,9.131992E+00
5.61360E-02,7.645273E+00,8.985508E+00
5.61360E-02,7.830820E+00,9.131992E+00
5.61600E-02,7.645273E+00,8.975742E+00
5.61600E-02,7.840586E+00,9.141758E+00
5.61840E-02,7.645273E+00,8.975742E+00
5.61840E-02,7.840586E+00,9.141758E+00
5.62080E-02,7.645273E+00,8.936680E+00
5.62080E-02,7.830820E+00,9.141758E+00
5.62320E-02,7.635508E+00,8.917148E+00
5.62320E-02,7.830820E+00,9.141758E+00
5.62560E-02,7.635508E+00,8.917148E+00
5.62560E-02,7.830820E+00,9.141758E+00
5.62800E-02,7.645273E+00,8.897617E+00
5.62800E-02,7.811289E+00,9.151523E+00
5.63040E-02,7.635508E+00,8.897617E+00
5.63040E-02,7.821055E+00,9.151523E+00
5.63280E-02,7.635508E+00,8.917148E+00
5.63280E-02,7.830820E+00,9.112461E+00
5.63520E-02,7.635508E+00,8.868320E+00
5.63520E-02,7.830820E+00,9.122227E+00
5.63760E-02,7.635508E+00,8.848789E+00
5.63760E-02,7.830820E+00,9.122227E+00
5.64000E-02,7.635508E+00,8.848789E+00
5.64000E-02,7.830820E+00,9.102695E+00
5.64240E-02,7.625742E+00,8.819492E+00
5.64240E-02,7.811289E+00,9.102695E+00
5.64480E-02,7.625742E+00,8.799961E+00
5.64480E-02,7.811289E+00,9.053867E+00
5.64720E-02,7.625742E+00,8.790195E+00
5.64720E-02,7.811289E+00,9.053867E+00
5.64960E-02,7.606211E+00,8.790195E+00
5.64960E-02,7.811289E+00,9.053867E+00
5.65200E-02,7.606211E+00,8.350742E+00
5.65200E-02,7.811289E+00,9.034336E+00
5.65440E-02,7.606211E+00,8.253086E+00
5.65440E-02,7.811289E+00,8.946445E+00
5.65680E-02,7.596445E+00,8.243320E+00
5.65680E-02,7.811289E+00,8.614414E+00
5.65920E-02,7.596445E+00,8.243320E+00
5.65920E-02,7.801523E+00,8.682773E+00
5.66160E-02,7.606211E+00,8.321445E+00
5.66160E-02,7.791758E+00,8.721836E+00
5.66400E-02,7.606211E+00,8.458164E+00
5.66400E-02,7.791758E+00,8.751133E+00
5.66640E-02,7.606211E+00,8.458164E+00
5.66640E-02,7.781992E+00,8.770664E+00
5.66880E-02,7.606211E+00,8.565586E+00
5.66880E-02,7.772227E+00,8.790195E+00
5.67120E-02,7.596445E+00,8.565586E+00
5.67120E-02,7.781992E+00,8.790195E+00
5.67360E-02,7.596445E+00,8.565586E+00
5.67360E-02,7.781992E+00,8.790195E+00
5.67600E-02,7.596445E+00,8.575352E+00
5.67600E-02,7.772227E+00,8.799961E+00
5.67840E-02,7.576914E+00,8.555820E+00
5.67840E-02,7.772227E+00,8.848789E+00
5.68080E-02,7.576914E+00,8.487461E+00
5.68080E-02,7.772227E+00,9.044102E+00
5.68320E-02,7.576914E+00,8.458164E+00
5.68320E-02,7.762461E+00,9.044102E+00
5.68560E-02,7.567148E+00,8.458164E+00
5.68560E-02,7.762461E+00,8.946445E+00
5.68800E-02,7.567148E+00,8.409336E+00
5.68800E-02,7.762461E+00,8.858555E+00
5.69040E-02,7.547617E+00,8.409336E+00
5.69040E-02,7.772227E+00,8.819492E+00
5.69280E-02,7.547617E+00,8.389805E+00
5.69280E-02,7.772227E+00,8.819492E+00
5.69520E-02,7.557383E+00,8.389805E+00
5.69520E-02,7.762461E+00,8.790195E+00
5.69760E-02,7.557383E+00,8.419102E+00
5.69760E-02,7.762461E+00,8.799961E+00
5.70000E-02,7.557383E+00,8.438633E+00
5.70000E-02,7.742930E+00,8.799961E+00
5.70240E-02,7.537852E+00,8.438633E+00
5.70240E-02,7.752695E+00,8.799961E+00
5.70480E-02,7.537852E+00,8.438633E+00
5.70480E-02,7.762461E+00,8.799961E+00
5.70720E-02,7.528086E+00,8.350742E+00
5.70720E-02,7.762461E+00,8.799961E+00
5.70960E-02,7.528086E+00,8.174961E+00
5.70960E-02,7.752695E+00,8.897617E+00
5.71200E-02,7.528086E+00,8.174961E+00
5.71200E-02,7.762461E+00,8.897617E+00
5.71440E-02,7.528086E+00,8.272617E+00
5.71440E-02,7.762461E+00,8.878086E+00
5.71680E-02,7.518320E+00,8.272617E+00
5.71680E-02,7.752695E+00,8.965977E+00
5.71920E-02,7.518320E+00,8.565586E+00
5.71920E-02,7.742930E+00,8.965977E+00
5.72160E-02,7.518320E+00,8.516758E+00
5.72160E-02,7.733164E+00,8.878086E+00
5.72400E-02,7.508555E+00,8.516758E+00
5.72400E-02,7.733164E+00,8.878086E+00
5.72640E-02,7.508555E+00,8.555820E+00
5.72640E-02,7.733164E+00,8.878086E+00
5.72880E-02,7.508555E+00,8.594883E+00
5.72880E-02,7.733164E+00,8.868320E+00
5.73120E-02,7.508555E+00,8.585117E+00
5.73120E-02,7.723398E+00,8.887852E+00
5.73360E-02,7.508555E+00,8.585117E+00
5.73360E-02,7.713633E+00,8.946445E+00
5.73600E-02,7.508555E+00,8.663242E+00
5.73600E-02,7.703867E+00,9.014805E+00
5.73840E-02,7.508555E+00,8.614414E+00
5.73840E-02,7.703867E+00,9.014805E+00
5.74080E-02,7.508555E+00,8.604648E+00
5.74080E-02,7.713633E+00,8.985508E+00
5.74320E-02,7.508555E+00,8.604648E+00
5.74320E-02,7.713633E+00,8.858555E+00
5.74560E-02,7.508555E+00,8.643711E+00
5.74560E-02,7.694102E+00,8.907383E+00
5.74800E-02,7.508555E+00,8.663242E+00
5.74800E-02,7.694102E+00,8.965977E+00
5.75040E-02,7.498789E+00,8.643711E+00
5.75040E-02,7.684336E+00,8.965977E+00
5.75280E-02,7.498789E+00,8.594883E+00
5.75280E-02,7.684336E+00,8.858555E+00
5.75520E-02,7.518320E+00,8.555820E+00
5.75520E-02,7.664805E+00,8.858555E+00
5.75760E-02,7.518320E+00,8.555820E+00
5.75760E-02,7.664805E+00,8.868320E+00
5.76000E-02,7.518320E+00,8.516758E+00
5.76000E-02,7.655039E+00,8.868320E+00
5.76240E-02,7.508555E+00,8.438633E+00
5.76240E-02,7.655039E+00,8.829258E+00
5.76480E-02,7.508555E+00,8.399570E+00
5.76480E-02,7.655039E+00,8.692539E+00
5.76720E-02,7.508555E+00,8.399570E+00
5.76720E-02,7.655039E+00,8.614414E+00
5.76960E-02,7.508555E+00,8.458164E+00
5.76960E-02,7.655039E+00,8.624180E+00
5.77200E-02,7.498789E+00,8.458164E+00
5.77200E-02,7.645273E+00,8.653477E+00
5.77440E-02,7.489023E+00,8.458164E+00
5.77440E-02,7.645273E+00,8.663242E+00
5.77680E-02,7.489023E+00,8.467930E+00
5.77680E-02,7.635508E+00,8.712070E+00
5.77920E-02,7.498789E+00,8.506992E+00
5.77920E-02,7.635508E+00,8.712070E+00
5.78160E-02,7.498789E+00,8.506992E+00
5.78160E-02,7.635508E+00,8.712070E+00
5.78400E-02,7.489023E+00,8.506992E+00
5.78400E-02,7.635508E+00,8.702305E+00
5.78640E-02,7.489023E+00,8.477695E+00
5.78640E-02,7.625742E+00,8.692539E+00
5.78880E-02,7.479258E+00,8.477695E+00
5.78880E-02,7.625742E+00,8.663242E+00
5.79120E-02,7.479258E+00,8.477695E+00
5.79120E-02,7.625742E+00,8.702305E+00
5.79360E-02,7.469492E+00,8.497227E+00
5.79360E-02,7.615977E+00,8.702305E+00
5.79600E-02,7.469492E+00,8.487461E+00
5.79600E-02,7.615977E+00,8.692539E+00
5.79840E-02,7.469492E+00,8.487461E+00
5.79840E-02,7.615977E+00,8.692539E+00
5.80080E-02,7.459727E+00,8.506992E+00
5.80080E-02,7.606211E+00,8.673008E+00
5.80320E-02,7.459727E+00,8.506992E+00
5.80320E-02,7.606211E+00,8.712070E+00
5.80560E-02,7.449961E+00,8.506992E+00
5.80560E-02,7.596445E+00,8.712070E+00
5.80800E-02,7.449961E+00,8.506992E+00
5.80800E-02,7.596445E+00,8.712070E+00
5.81040E-02,7.459727E+00,8.506992E+00
5.81040E-02,7.586680E+00,8.702305E+00
5.81280E-02,7.449961E+00,8.506992E+00
5.81280E-02,7.586680E+00,8.702305E+00
5.81520E-02,7.449961E+00,8.506992E+00
5.81520E-02,7.586680E+00,8.692539E+00
5.81760E-02,7.440195E+00,8.506992E+00
5.81760E-02,7.586680E+00,8.692539E+00
5.82000E-02,7.430430E+00,8.487461E+00
5.82000E-02,7.586680E+00,8.673008E+00
5.82240E-02,7.430430E+00,8.487461E+00
5.82240E-02,7.586680E+00,8.673008E+00
5.82480E-02,7.430430E+00,8.448398E+00
5.82480E-02,7.576914E+00,8.673008E+00
5.82720E-02,7.430430E+00,8.448398E+00
5.82720E-02,7.576914E+00,8.663242E+00
5.82960E-02,7.430430E+00,8.458164E+00
5.82960E-02,7.567148E+00,8.643711E+00
5.83200E-02,7.420664E+00,8.448398E+00
5.83200E-02,7.567148E+00,8.643711E+00
5.83440E-02,7.420664E+00,8.448398E+00
5.83440E-02,7.567148E+00,8.692539E+00
5.83680E-02,7.420664E+00,8.497227E+00
5.83680E-02,7.557383E+00,8.692539E+00
5.83920E-02,7.401133E+00,8.497227E+00
5.83920E-02,7.557383E+00,8.692539E+00
5.84160E-02,7.401133E+00,8.526523E+00
5.84160E-02,7.557383E+00,8.692539E+00
5.84400E-02,7.410898E+00,8.506992E+00
5.84400E-02,7.547617E+00,8.692539E+00
5.84640E-02,7.410898E+00,8.506992E+00
5.84640E-02,7.547617E+00,8.692539E+00
5.84880E-02,7.401133E+00,8.516758E+00
5.84880E-02,7.547617E+00,8.692539E+00
5.85120E-02,7.401133E+00,8.467930E+00
5.85120E-02,7.547617E+00,8.702305E+00
5.85360E-02,7.401133E+00,8.467930E+00
5.85360E-02,7.547617E+00,8.712070E+00
5.85600E-02,7.391367E+00,8.487461E+00
5.85600E-02,7.537852E+00,8.712070E+00
5.85840E-02,7.381602E+00,8.467930E+00
5.85840E-02,7.557383E+00,8.702305E+00
5.86080E-02,7.381602E+00,8.467930E+00
5.86080E-02,7.557383E+00,8.653477E+00
5.86320E-02,7.381602E+00,8.438633E+00
5.86320E-02,7.528086E+00,8.653477E+00
5.86560E-02,7.381602E+00,8.438633E+00
5.86560E-02,7.528086E+00,8.643711E+00
5.86800E-02,7.352305E+00,8.467930E+00
5.86800E-02,7.547617E+00,8.721836E+00
5.87040E-02,7.352305E+00,8.516758E+00
5.87040E-02,7.547617E+00,8.721836E+00
5.87280E-02,7.371836E+00,8.487461E+00
5.87280E-02,7.537852E+00,8.673008E+00
5.87520E-02,7.371836E+00,8.438633E+00
5.87520E-02,7.537852E+00,8.663242E+00
5.87760E-02,7.371836E+00,8.438633E+00
5.87760E-02,7.518320E+00,8.624180E+00
5.88000E-02,7.342539E+00,8.428867E+00
5.88000E-02,7.528086E+00,8.624180E+00
5.88240E-02,7.342539E+00,8.428867E+00
5.88240E-02,7.528086E+00,8.692539E+00
5.88480E-02,7.362070E+00,8.448398E+00
5.88480E-02,7.508555E+00,8.692539E+00
5.88720E-02,7.352305E+00,8.428867E+00
5.88720E-02,7.508555E+00,8.653477E+00
5.88960E-02,7.352305E+00,8.428867E+00
5.88960E-02,7.528086E+00,8.692539E+00
5.89200E-02,7.342539E+00,8.458164E+00
5.89200E-02,7.528086E+00,8.692539E+00
5.89440E-02,7.342539E+00,8.438633E+00
5.89440E-02,7.518320E+00,8.663242E+00
5.89680E-02,7.342539E+00,8.438633E+00
5.89680E-02,7.518320E+00,8.663242E+00
5.89920E-02,7.323008E+00,8.448398E+00
5.89920E-02,7.508555E+00,8.663242E+00
5.90160E-02,7.323008E+00,8.370273E+00
5.90160E-02,7.508555E+00,8.663242E+00
5.90400E-02,7.323008E+00,8.360508E+00
5.90400E-02,7.508555E+00,8.585117E+00
5.90640E-02,7.323008E+00,8.321445E+00
5.90640E-02,7.518320E+00,8.555820E+00
5.90880E-02,7.323008E+00,8.311680E+00
5.90880E-02,7.518320E+00,8.506992E+00
5.91120E-02,7.332773E+00,8.311680E+00
5.91120E-02,7.508555E+00,8.497227E+00
5.91360E-02,7.313242E+00,8.311680E+00
5.91360E-02,7.518320E+00,8.516758E+00
5.91600E-02,7.313242E+00,8.321445E+00
5.91600E-02,7.518320E+00,8.614414E+00
5.91840E-02,7.323008E+00,8.389805E+00
5.91840E-02,7.518320E+00,8.614414E+00
5.92080E-02,7.323008E+00,8.340977E+00
5.92080E-02,7.489023E+00,8.575352E+00
5.92320E-02,7.313242E+00,8.321445E+00
5.92320E-02,7.508555E+00,8.526523E+00
5.92560E-02,7.313242E+00,8.321445E+00
5.92560E-02,7.508555E+00,8.506992E+00
5.92800E-02,7.323008E+00,8.321445E+00
5.92800E-02,7.498789E+00,8.506992E+00
5.93040E-02,7.313242E+00,8.321445E+00
5.93040E-02,7.489023E+00,8.546055E+00
5.93280E-02,7.313242E+00,8.340977E+00
5.93280E-02,7.498789E+00,8.546055E+00
5.93520E-02,7.293711E+00,8.321445E+00
5.93520E-02,7.498789E+00,8.516758E+00
5.93760E-02,7.293711E+00,8.321445E+00
5.93760E-02,7.489023E+00,8.594883E+00
5.94000E-02,7.313242E+00,8.340977E+00
5.94000E-02,7.489023E+00,8.594883E+00
5.94240E-02,7.313242E+00,8.340977E+00
5.94240E-02,7.489023E+00,8.565586E+00
5.94480E-02,7.303477E+00,8.311680E+00
5.94480E-02,7.469492E+00,8.506992E+00
5.94720E-02,7.303477E+00,8.311680E+00
5.94720E-02,7.469492E+00,8.506992E+00
5.94960E-02,7.293711E+00,8.311680E+00
5.94960E-02,7.479258E+00,8.546055E+00
5.95200E-02,7.293711E+00,8.340977E+00
5.95200E-02,7.479258E+00,8.546055E+00
5.95440E-02,7.293711E+00,8.253086E+00
5.95440E-02,7.479258E+00,8.546055E+00
5.95680E-02,7.293711E+00,8.243320E+00
5.95680E-02,7.469492E+00,8.546055E+00
5.95920E-02,7.303477E+00,8.243320E+00
5.95920E-02,7.469492E+00,8.477695E+00
5.96160E-02,7.303477E+00,8.272617E+00
5.96160E-02,7.479258E+00,8.458164E+00
5.96400E-02,7.283945E+00,8.272617E+00
5.96400E-02,7.479258E+00,8.487461E+00
5.96640E-02,7.283945E+00,8.282383E+00
5.96640E-02,7.469492E+00,8.487461E+00
5.96880E-02,7.293711E+00,8.282383E+00
5.96880E-02,7.469492E+00,8.497227E+00
5.97120E-02,7.293711E+00,8.292148E+00
5.97120E-02,7.469492E+00,8.497227E+00
5.97360E-02,7.293711E+00,8.272617E+00
5.97360E-02,7.459727E+00,8.467930E+00
5.97600E-02,7.293711E+00,8.243320E+00
5.97600E-02,7.449961E+00,8.448398E+00
5.97840E-02,7.283945E+00,8.243320E+00
5.97840E-02,7.469492E+00,8.438633E+00
5.98080E-02,7.283945E+00,8.253086E+00
5.98080E-02,7.469492E+00,8.438633E+00
5.98320E-02,7.283945E+00,8.272617E+00
5.98320E-02,7.469492E+00,8.438633E+00
5.98560E-02,7.283945E+00,8.243320E+00
5.98560E-02,7.469492E+00,8.438633E+00
5.98800E-02,7.283945E+00,8.243320E+00
5.98800E-02,7.449961E+00,8.438633E+00
5.99040E-02,7.283945E+00,8.223789E+00
5.99040E-02,7.440195E+00,8.438633E+00
5.99280E-02,7.283945E+00,8.223789E+00
5.99280E-02,7.440195E+00,8.438633E+00
5.99520E-02,7.274180E+00,8.233555E+00
5.99520E-02,7.440195E+00,8.467930E+00
5.99760E-02,7.274180E+00,8.253086E+00
5.99760E-02,7.449961E+00,8.467930E+00
6.00000E-02,7.274180E+00,8.243320E+00
6.00000E-02,7.449961E+00,8.467930E+00
6.00240E-02,7.283945E+00,8.243320E+00
6.00240E-02,7.440195E+00,8.428867E+00
6.00480E-02,7.274180E+00,8.253086E+00
6.00480E-02,7.420664E+00,8.438633E+00
6.00720E-02,7.274180E+00,8.243320E+00
6.00720E-02,7.420664E+00,8.438633E+00
6.00960E-02,7.274180E+00,8.243320E+00
6.00960E-02,7.440195E+00,8.438633E+00
6.01200E-02,7.274180E+00,8.243320E+00
6.01200E-02,7.440195E+00,8.419102E+00
6.01440E-02,7.274180E+00,8.214023E+00
6.01440E-02,7.430430E+00,8.409336E+00
6.01680E-02,7.274180E+00,8.214023E+00
6.01680E-02,7.430430E+00,8.389805E+00
6.01920E-02,7.274180E+00,8.194492E+00
6.01920E-02,7.430430E+00,8.370273E+00
6.02160E-02,7.264414E+00,8.194492E+00
6.02160E-02,7.410898E+00,8.399570E+00
6.02400E-02,7.264414E+00,8.204258E+00
6.02400E-02,7.410898E+00,8.399570E+00
6.02640E-02,7.274180E+00,8.214023E+00
6.02640E-02,7.410898E+00,8.399570E+00
6.02880E-02,7.274180E+00,8.214023E+00
6.02880E-02,7.410898E+00,8.399570E+00
6.03120E-02,7.254648E+00,8.214023E+00
6.03120E-02,7.410898E+00,8.399570E+00
6.03360E-02,7.254648E+00,8.214023E+00
6.03360E-02,7.401133E+00,8.389805E+00
6.03600E-02,7.254648E+00,8.223789E+00
6.03600E-02,7.401133E+00,8.389805E+00
6.03840E-02,7.254648E+00,8.233555E+00
6.03840E-02,7.401133E+00,8.428867E+00
6.04080E-02,7.254648E+00,8.233555E+00
6.04080E-02,7.401133E+00,8.428867E+00
6.04320E-02,7.254648E+00,8.233555E+00
6.04320E-02,7.401133E+00,8.428867E+00
6.04560E-02,7.254648E+00,8.233555E+00
6.04560E-02,7.401133E+00,8.448398E+00
6.04800E-02,7.254648E+00,8.272617E+00
6.04800E-02,7.401133E+00,8.467930E+00
6.05040E-02,7.244883E+00,8.253086E+00
6.05040E-02,7.401133E+00,8.467930E+00
6.05280E-02,7.244883E+00,8.243320E+00
6.05280E-02,7.401133E+00,8.477695E+00
6.05520E-02,7.244883E+00,8.243320E+00
6.05520E-02,7.381602E+00,8.477695E+00
6.05760E-02,7.244883E+00,8.243320E+00
6.05760E-02,7.381602E+00,8.448398E+00
6.06000E-02,7.244883E+00,8.243320E+00
6.06000E-02,7.381602E+00,8.448398E+00
6.06240E-02,7.244883E+00,8.214023E+00
6.06240E-02,7.371836E+00,8.448398E+00
6.06480E-02,7.235117E+00,8.184727E+00
6.06480E-02,7.371836E+00,8.458164E+00
6.06720E-02,7.235117E+00,8.184727E+00
6.06720E-02,7.381602E+00,8.467930E+00
6.06960E-02,7.215586E+00,8.194492E+00
6.06960E-02,7.381602E+00,8.585117E+00
6.07200E-02,7.215586E+00,8.214023E+00
6.07200E-02,7.371836E+00,8.585117E+00
6.07440E-02,7.235117E+00,8.243320E+00
6.07440E-02,7.381602E+00,8.526523E+00
6.07680E-02,7.235117E+00,8.292148E+00
6.07680E-02,7.381602E+00,8.546055E+00
6.07920E-02,7.235117E+00,8.292148E+00
6.07920E-02,7.371836E+00,8.594883E+00
6.08160E-02,7.225352E+00,8.253086E+00
6.08160E-02,7.381602E+00,8.594883E+00
6.08400E-02,7.225352E+00,8.253086E+00
6.08400E-02,7.381602E+00,8.516758E+00
6.08640E-02,7.225352E+00,8.253086E+00
6.08640E-02,7.362070E+00,8.516758E+00
6.08880E-02,7.225352E+00,8.243320E+00
6.08880E-02,7.362070E+00,8.506992E+00
6.09120E-02,7.225352E+00,8.233555E+00
6.09120E-02,7.362070E+00,8.487461E+00
6.09360E-02,7.205820E+00,8.233555E+00
6.09360E-02,7.362070E+00,8.526523E+00
6.09600E-02,7.205820E+00,8.301914E+00
6.09600E-02,7.362070E+00,8.536289E+00
6.09840E-02,7.215586E+00,8.301914E+00
6.09840E-02,7.362070E+00,8.585117E+00
6.10080E-02,7.215586E+00,8.370273E+00
6.10080E-02,7.362070E+00,8.604648E+00
6.10320E-02,7.215586E+00,8.428867E+00
6.10320E-02,7.362070E+00,8.643711E+00
6.10560E-02,7.215586E+00,8.448398E+00
6.10560E-02,7.362070E+00,8.731602E+00
6.10800E-02,7.215586E+00,8.487461E+00
6.10800E-02,7.342539E+00,8.760898E+00
6.11040E-02,7.205820E+00,8.448398E+00
6.11040E-02,7.342539E+00,8.760898E+00
6.11280E-02,7.205820E+00,8.448398E+00
6.11280E-02,7.342539E+00,8.673008E+00
6.11520E-02,7.205820E+00,8.419102E+00
6.11520E-02,7.342539E+00,8.673008E+00
6.11760E-02,7.205820E+00,8.389805E+00
6.11760E-02,7.342539E+00,8.663242E+00
6.12000E-02,7.205820E+00,8.389805E+00
6.12000E-02,7.342539E+00,8.653477E+00
6.12240E-02,7.205820E+00,8.458164E+00
6.12240E-02,7.342539E+00,8.653477E+00
6.12480E-02,7.186289E+00,8.419102E+00
6.12480E-02,7.342539E+00,8.760898E+00
6.12720E-02,7.186289E+00,8.419102E+00
6.12720E-02,7.342539E+00,8.760898E+00
6.12960E-02,7.176523E+00,8.477695E+00
6.12960E-02,7.332773E+00,8.741367E+00
6.13200E-02,7.176523E+00,8.428867E+00
6.13200E-02,7.332773E+00,8.663242E+00
6.13440E-02,7.176523E+00,8.399570E+00
6.13440E-02,7.332773E+00,8.712070E+00
6.13680E-02,7.176523E+00,8.399570E+00
6.13680E-02,7.332773E+00,8.712070E+00
6.13920E-02,7.176523E+00,8.389805E+00
6.13920E-02,7.323008E+00,8.643711E+00
6.14160E-02,7.176523E+00,8.389805E+00
6.14160E-02,7.323008E+00,8.643711E+00
6.14400E-02,7.166758E+00,8.428867E+00
6.14400E-02,7.323008E+00,8.594883E+00
6.14640E-02,7.166758E+00,8.428867E+00
6.14640E-02,7.323008E+00,8.614414E+00
6.14880E-02,7.176523E+00,8.438633E+00
6.14880E-02,7.313242E+00,8.614414E+00
6.15120E-02,7.176523E+00,8.438633E+00
6.15120E-02,7.313242E+00,8.614414E+00
6.15360E-02,7.166758E+00,8.448398E+00
6.15360E-02,7.323008E+00,8.624180E+00
6.15600E-02,7.166758E+00,8.448398E+00
6.15600E-02,7.323008E+00,8.624180E+00
6.15840E-02,7.176523E+00,8.448398E+00
6.15840E-02,7.313242E+00,8.624180E+00
6.16080E-02,7.166758E+00,8.448398E+00
6.16080E-02,7.313242E+00,8.624180E+00
6.16320E-02,7.166758E+00,8.467930E+00
6.16320E-02,7.303477E+00,8.633945E+00
6.16560E-02,7.166758E+00,8.467930E+00
6.16560E-02,7.303477E+00,8.633945E+00
6.16800E-02,7.147227E+00,8.487461E+00
6.16800E-02,7.293711E+00,8.643711E+00
6.17040E-02,7.147227E+00,8.497227E+00
6.17040E-02,7.293711E+00,8.653477E+00
6.17280E-02,7.166758E+00,8.497227E+00
6.17280E-02,7.293711E+00,8.682773E+00
6.17520E-02,7.147227E+00,8.497227E+00
6.17520E-02,7.293711E+00,8.692539E+00
6.17760E-02,7.147227E+00,8.497227E+00
6.17760E-02,7.293711E+00,8.692539E+00
6.18000E-02,7.156992E+00,8.497227E+00
6.18000E-02,7.293711E+00,8.692539E+00
6.18240E-02,7.147227E+00,8.516758E+00
6.18240E-02,7.293711E+00,8.702305E+00
6.18480E-02,7.147227E+00,8.526523E+00
6.18480E-02,7.283945E+00,8.712070E+00
6.18720E-02,7.147227E+00,8.536289E+00
6.18720E-02,7.283945E+00,8.712070E+00
6.18960E-02,7.137461E+00,8.536289E+00
6.18960E-02,7.274180E+00,8.702305E+00
6.19200E-02,7.137461E+00,8.546055E+00
6.19200E-02,7.283945E+00,8.712070E+00
6.19440E-02,7.147227E+00,8.546055E+00
6.19440E-02,7.283945E+00,8.721836E+00
6.19680E-02,7.137461E+00,8.555820E+00
6.19680E-02,7.274180E+00,8.731602E+00
6.19920E-02,7.137461E+00,8.565586E+00
6.19920E-02,7.293711E+00,8.751133E+00
6.20160E-02,7.137461E+00,8.565586E+00
6.20160E-02,7.293711E+00,8.760898E+00
6.20400E-02,7.137461E+00,8.575352E+00
6.20400E-02,7.274180E+00,8.760898E+00
6.20640E-02,7.137461E+00,8.575352E+00
6.20640E-02,7.274180E+00,8.770664E+00
6.20880E-02,7.127695E+00,8.585117E+00
6.20880E-02,7.264414E+00,8.770664E+00
6.21120E-02,7.127695E+00,8.604648E+00
6.21120E-02,7.264414E+00,8.780430E+00
6.21360E-02,7.127695E+00,8.624180E+00
6.21360E-02,7.264414E+00,8.799961E+00
6.21600E-02,7.127695E+00,8.633945E+00
6.21600E-02,7.264414E+00,8.799961E+00
